pclass,survived,sex,age,fare,cabin,miss,master,mr,mrs,rare,alone,embarked port S,embarked port C,embarked port Q
1,1,1,2,2,True,True,False,False,False,False,True,True,False,False
1,1,0,0,1,True,False,True,False,False,False,False,True,False,False
1,0,1,0,1,True,True,False,False,False,False,False,True,False,False
1,0,0,2,1,True,False,False,True,False,False,False,True,False,False
1,0,1,2,1,True,False,False,False,True,False,False,True,False,False
1,1,0,4,0,True,False,False,True,False,False,True,True,False,False
1,1,1,6,0,True,True,False,False,False,False,False,True,False,False
1,0,0,2,0,True,False,False,True,False,False,True,True,False,False
1,1,1,4,0,True,False,False,False,True,False,False,True,False,False
1,0,0,6,0,False,False,False,True,False,False,True,False,True,False
1,0,0,4,2,True,False,False,False,False,True,False,False,True,False
1,1,1,0,2,True,False,False,False,True,False,False,False,True,False
1,1,1,2,0,True,False,False,False,True,False,True,False,True,False
1,1,1,2,0,False,True,False,False,False,False,True,True,False,False
1,1,0,8,0,True,False,False,True,False,False,True,True,False,False
1,0,0,2,2,True,False,False,True,False,False,False,False,True,False
1,1,1,4,2,True,False,False,False,True,False,False,False,True,False
1,1,1,2,0,True,True,False,False,False,False,True,False,True,False
1,0,0,2,0,True,False,False,True,False,False,True,False,True,False
1,1,0,2,0,True,False,False,True,False,False,False,True,False,False
1,1,1,4,0,True,False,False,False,True,False,False,True,False,False
1,1,0,2,0,True,False,False,True,False,False,True,False,True,False
1,1,1,4,2,False,True,False,False,False,False,True,False,True,False
1,1,1,2,2,True,True,False,False,False,False,True,True,False,False
1,0,0,2,0,False,False,False,True,False,False,True,False,True,False
1,1,0,2,0,True,False,False,True,False,False,False,False,True,False
1,1,1,0,0,True,False,False,False,True,False,False,False,True,False
1,1,1,2,1,True,True,False,False,False,False,True,True,False,False
1,1,0,2,0,True,False,False,True,False,False,True,True,False,False
1,0,0,4,0,True,False,False,True,False,False,True,True,False,False
1,1,0,4,0,True,False,False,True,False,False,True,False,True,False
1,1,1,2,1,True,True,False,False,False,False,True,True,False,False
1,1,1,4,0,True,True,False,False,False,False,True,True,False,False
1,0,0,4,0,True,False,False,True,False,False,True,True,False,False
1,1,1,4,2,False,True,False,False,False,False,True,False,True,False
1,1,1,2,0,True,True,False,False,False,False,False,True,False,False
1,0,0,4,0,True,False,False,True,False,False,True,True,False,False
1,0,0,4,0,True,False,False,True,False,False,True,False,True,False
1,1,1,4,0,True,False,False,False,True,False,True,False,True,False
1,1,1,4,0,True,False,False,False,True,False,False,True,False,False
1,1,1,6,0,True,False,False,False,True,False,True,False,True,False
1,1,1,4,1,True,True,False,False,False,False,True,False,True,False
1,0,0,4,0,True,False,False,False,False,True,True,True,False,False
1,1,0,4,0,True,False,False,True,False,False,True,True,False,False
1,1,1,4,0,False,False,False,False,True,False,True,False,True,False
1,1,0,2,5,True,False,False,True,False,False,False,False,True,False
1,1,1,4,5,True,False,False,False,True,False,False,False,True,False
1,0,0,2,0,True,False,False,True,False,False,True,True,False,False
1,0,0,2,0,False,False,False,True,False,False,True,True,False,False
1,0,0,0,0,False,False,False,True,False,False,True,True,False,False
1,1,0,0,1,True,False,True,False,False,False,False,True,False,False
1,1,1,0,1,True,True,False,False,False,False,False,True,False,False
1,1,0,2,1,True,False,False,True,False,False,False,True,False,False
1,1,1,2,1,True,False,False,False,True,False,False,True,False,False
1,0,0,4,0,False,False,False,True,False,False,True,True,False,False
1,0,0,2,0,True,False,False,True,False,False,False,True,False,False
1,1,1,6,0,True,False,False,False,True,False,False,True,False,False
1,0,0,4,0,True,False,False,True,False,False,False,True,False,False
1,1,1,4,0,True,False,False,False,True,False,False,True,False,False
1,1,0,2,0,True,False,False,True,False,False,False,True,False,False
1,1,1,2,0,True,False,False,False,True,False,False,True,False,False
1,1,1,2,2,True,True,False,False,False,False,True,False,True,False
1,1,1,2,0,True,True,False,False,False,False,True,True,False,False
1,1,0,4,0,True,False,False,True,False,False,True,False,True,False
1,0,0,2,1,True,False,False,True,False,False,False,False,True,False
1,1,1,2,1,True,False,False,False,True,False,False,False,True,False
1,1,1,2,1,False,True,False,False,False,False,True,True,False,False
1,0,0,4,0,True,False,False,True,False,False,True,True,False,False
1,1,1,2,0,True,True,False,False,False,False,False,False,True,False
1,0,0,2,0,True,False,False,True,False,False,False,False,True,False
1,1,1,6,0,True,False,False,False,True,False,False,False,True,False
1,1,1,4,0,True,False,False,False,True,False,False,True,False,False
1,0,0,6,0,True,False,False,False,False,True,False,True,False,False
1,1,1,2,0,True,True,False,False,False,False,False,True,False,False
1,1,1,6,0,True,False,False,False,True,False,False,True,False,False
1,0,0,2,0,True,False,False,True,False,False,False,False,True,False
1,1,1,2,0,True,False,False,False,True,False,False,False,True,False
1,1,0,4,0,True,False,False,True,False,False,True,True,False,False
1,1,0,2,0,False,False,False,True,False,False,True,True,False,False
1,1,1,2,1,False,True,False,False,False,False,True,True,False,False
1,0,0,2,0,True,False,False,True,False,False,False,True,False,False
1,1,1,2,0,True,False,False,False,True,False,False,True,False,False
1,1,0,2,0,True,False,False,True,False,False,False,True,False,False
1,1,1,0,0,True,False,False,False,True,False,False,True,False,False
1,1,0,4,0,True,False,False,False,False,True,False,True,False,False
1,1,0,0,0,True,False,True,False,False,False,False,True,False,False
1,1,1,4,0,True,False,False,False,True,False,False,True,False,False
1,0,0,4,1,True,False,False,True,False,False,False,False,True,False
1,1,1,2,2,True,False,False,False,True,False,False,False,True,False
1,1,1,4,1,True,False,False,False,True,False,False,False,True,False
1,1,1,4,0,True,False,False,False,False,True,False,False,True,False
1,1,0,4,0,True,False,False,False,False,True,False,False,True,False
1,0,0,2,0,True,False,False,True,False,False,True,False,True,False
1,1,1,2,0,True,False,False,False,True,False,False,False,True,False
1,1,1,2,2,True,True,False,False,False,False,True,False,True,False
1,1,1,4,0,True,True,False,False,False,False,False,False,True,False
1,0,1,2,0,True,True,False,False,False,False,True,False,True,False
1,1,0,2,0,True,False,False,True,False,False,True,True,False,False
1,0,0,2,0,True,False,False,True,False,False,True,False,True,False
1,1,1,2,2,True,True,False,False,False,False,False,True,False,False
1,1,1,2,2,True,True,False,False,False,False,False,True,False,False
1,1,1,2,2,True,True,False,False,False,False,False,True,False,False
1,0,0,0,2,True,False,False,True,False,False,False,True,False,False
1,0,0,6,2,True,False,False,True,False,False,False,True,False,False
1,1,1,6,2,True,False,False,False,True,False,False,True,False,False
1,1,1,2,0,True,True,False,False,False,False,True,False,True,False
1,1,0,4,1,False,False,False,False,False,True,False,True,False,False
1,1,0,4,0,True,False,False,True,False,False,False,False,True,False
1,1,1,2,0,True,True,False,False,False,False,False,False,True,False
1,1,0,6,0,True,False,False,True,False,False,False,False,True,False
1,1,1,4,0,True,False,False,False,True,False,False,False,True,False
1,0,0,2,0,True,False,False,True,False,False,False,True,False,False
1,1,1,2,0,True,False,False,False,True,False,False,True,False,False
1,0,0,4,0,True,False,False,True,False,False,True,True,False,False
1,1,1,2,2,True,True,False,False,False,False,True,False,True,False
1,1,1,2,0,False,True,False,False,False,False,False,False,True,False
1,1,1,4,0,False,False,False,False,True,False,False,False,True,False
1,0,0,2,0,True,False,False,True,False,False,True,False,True,False
1,1,0,4,0,True,False,False,True,False,False,False,False,True,False
1,0,0,6,0,True,False,False,True,False,False,True,False,True,False
1,1,0,4,0,True,False,False,False,False,True,True,False,True,False
1,1,1,0,0,True,True,False,False,False,False,True,True,False,False
1,0,0,2,1,True,False,False,True,False,False,False,True,False,False
1,1,1,4,1,True,False,False,False,True,False,False,True,False,False
1,1,0,2,0,True,False,False,True,False,False,False,False,True,False
1,1,1,4,0,True,False,False,False,True,False,False,False,True,False
1,0,0,4,0,True,False,False,True,False,False,True,False,True,False
1,1,0,2,0,True,False,False,True,False,False,False,False,True,False
1,1,1,2,0,True,False,False,False,True,False,False,False,True,False
1,1,0,4,0,True,False,False,True,False,False,False,False,True,False
1,1,1,4,0,True,False,False,False,True,False,False,False,True,False
1,0,0,4,0,True,False,False,True,False,False,False,True,False,False
1,1,1,2,0,True,False,False,False,True,False,False,True,False,False
1,0,0,4,0,True,False,False,True,False,False,True,True,False,False
1,1,0,2,0,True,False,False,True,False,False,True,False,True,False
1,1,1,2,0,True,True,False,False,False,False,True,False,True,False
1,0,0,4,0,True,False,False,True,False,False,False,True,False,False
1,1,1,4,0,True,False,False,False,True,False,False,True,False,False
1,0,0,4,0,True,False,False,True,False,False,True,True,False,False
1,0,0,4,0,True,False,False,True,False,False,True,True,False,False
1,1,1,0,0,True,True,False,False,False,False,False,False,True,False
1,1,1,4,0,True,False,False,False,True,False,False,False,True,False
1,1,1,4,0,True,False,False,False,True,False,False,True,False,False
1,0,0,4,0,False,False,False,True,False,False,False,True,False,False
1,1,1,2,0,False,False,False,False,True,False,False,True,False,False
1,1,0,2,0,False,False,False,True,False,False,True,False,True,False
1,1,0,2,0,True,False,False,True,False,False,False,True,False,False
1,1,1,2,0,True,False,False,False,True,False,False,True,False,False
1,1,1,2,0,True,True,False,False,False,False,True,False,False,False
1,0,1,4,0,True,True,False,False,False,False,True,False,True,False
1,1,0,4,0,True,False,False,True,False,False,True,True,False,False
1,0,0,4,0,False,False,False,True,False,False,True,True,False,False
1,0,0,4,0,True,False,False,True,False,False,True,True,False,False
1,0,0,2,2,True,False,False,True,False,False,True,False,True,False
1,0,0,4,0,True,False,False,True,False,False,True,False,True,False
1,0,0,4,0,True,False,False,True,False,False,False,True,False,False
1,1,0,4,0,True,False,False,True,False,False,False,True,False,False
1,1,1,4,0,True,False,False,False,True,False,False,True,False,False
1,1,1,2,2,False,True,False,False,False,False,True,True,False,False
1,1,1,4,0,True,False,False,False,False,True,True,True,False,False
1,1,1,2,1,False,True,False,False,False,False,True,False,True,False
1,1,0,2,5,True,False,False,True,False,False,True,False,True,False
1,0,0,4,0,False,False,False,True,False,False,True,True,False,False
1,1,1,4,0,False,False,False,False,True,False,True,False,True,False
1,1,1,0,0,True,True,False,False,False,False,False,True,False,False
1,1,1,4,0,True,False,False,False,True,False,False,True,False,False
1,0,0,2,0,True,False,False,True,False,False,True,True,False,False
1,1,1,2,0,True,True,False,False,False,False,True,True,False,False
1,0,0,2,0,False,False,False,True,False,False,True,True,False,False
1,1,1,4,1,True,True,False,False,False,False,True,False,True,False
1,1,1,0,2,True,True,False,False,False,False,False,True,False,False
1,0,0,2,0,True,False,False,True,False,False,True,True,False,False
1,1,1,0,0,True,True,False,False,False,False,True,True,False,False
1,0,0,0,0,True,False,False,True,False,False,False,True,False,False
1,1,1,0,0,True,False,False,False,True,False,False,True,False,False
1,1,1,2,0,True,True,False,False,False,False,True,False,True,False
1,0,0,4,0,True,False,False,True,False,False,True,False,True,False
1,0,0,4,0,True,False,False,True,False,False,True,True,False,False
1,1,0,2,0,True,False,False,True,False,False,True,True,False,False
1,0,0,2,0,False,False,False,True,False,False,False,False,True,False
1,0,0,6,0,True,False,False,True,False,False,True,True,False,False
1,0,0,4,0,True,False,False,False,False,True,False,False,False,True
1,1,1,2,0,True,True,False,False,False,False,False,False,False,True
1,1,1,2,0,True,False,False,False,True,False,False,False,False,True
1,1,0,2,0,True,False,False,True,False,False,False,False,True,False
1,0,0,4,0,True,False,False,True,False,False,True,True,False,False
1,0,0,4,0,False,False,False,True,False,False,True,True,False,False
1,0,0,2,0,True,False,False,True,False,False,False,False,True,False
1,1,1,2,1,True,True,False,False,False,False,False,False,True,False
1,1,1,2,1,True,True,False,False,False,False,False,False,True,False
1,0,0,4,1,True,False,False,True,False,False,False,False,True,False
1,1,1,0,0,True,True,False,False,False,False,False,True,False,False
1,0,0,6,0,False,False,False,True,False,False,True,True,False,False
1,1,1,2,1,True,False,False,False,False,True,True,False,True,False
1,1,1,2,0,True,True,False,False,False,False,False,False,True,False
1,0,0,6,0,True,False,False,True,False,False,False,False,True,False
1,0,0,2,0,True,False,False,True,False,False,True,False,True,False
1,0,0,4,0,True,False,False,True,False,False,True,True,False,False
1,0,0,2,0,True,False,False,True,False,False,True,True,False,False
1,0,0,2,0,True,False,False,True,False,False,False,True,False,False
1,1,1,2,0,True,False,False,False,True,False,False,True,False,False
1,0,0,0,1,True,False,False,True,False,False,False,False,True,False
1,1,1,0,1,True,False,False,False,True,False,False,False,True,False
1,1,1,2,0,True,True,False,False,False,False,True,True,False,False
1,1,0,4,0,True,False,False,False,False,True,True,True,False,False
1,0,0,4,0,True,False,False,True,False,False,True,True,False,False
1,1,1,4,0,True,False,False,False,True,False,False,False,True,False
1,0,0,2,0,False,False,False,False,False,True,True,True,False,False
1,0,0,2,1,False,False,False,True,False,False,True,False,True,False
1,1,1,4,2,True,False,False,False,True,False,False,True,False,False
1,0,0,2,0,True,False,False,True,False,False,True,True,False,False
1,1,0,4,0,False,False,False,True,False,False,True,True,False,False
1,1,1,2,0,True,True,False,False,False,False,True,False,True,False
1,0,0,4,0,False,False,False,True,False,False,True,False,True,False
1,0,0,2,0,True,False,False,True,False,False,True,False,True,False
1,1,1,2,0,True,False,False,False,False,True,True,True,False,False
1,0,0,4,0,False,False,False,True,False,False,False,False,True,False
1,1,1,4,0,False,False,False,False,True,False,False,False,True,False
1,0,0,2,0,False,False,False,True,False,False,True,True,False,False
1,1,0,0,2,True,False,True,False,False,False,False,False,True,False
1,1,1,0,2,True,True,False,False,False,False,False,False,True,False
1,1,1,2,2,True,True,False,False,False,False,False,False,True,False
1,0,0,6,2,True,False,False,True,False,False,False,False,True,False
1,1,1,4,2,True,False,False,False,True,False,False,False,True,False
1,1,1,2,0,True,True,False,False,False,False,True,False,True,False
1,1,1,2,0,True,False,False,False,True,False,False,False,True,False
1,1,1,2,0,False,True,False,False,False,False,True,False,True,False
1,1,0,2,0,False,False,False,True,False,False,True,True,False,False
1,1,1,4,1,True,True,False,False,False,False,True,True,False,False
1,1,0,2,0,True,False,False,True,False,False,True,True,False,False
1,0,0,4,0,True,False,False,True,False,False,False,True,False,False
1,1,1,2,0,True,False,False,False,True,False,False,True,False,False
1,1,0,4,0,True,False,False,False,False,True,True,False,True,False
1,1,0,2,0,True,False,False,True,False,False,True,True,False,False
1,0,0,4,0,False,False,False,True,False,False,True,True,False,False
1,0,0,4,0,True,False,False,True,False,False,True,False,True,False
1,0,0,2,0,True,False,False,True,False,False,False,True,False,False
1,1,1,0,0,True,False,False,False,True,False,False,True,False,False
1,1,0,2,0,True,False,False,True,False,False,False,True,False,False
1,1,1,2,0,True,False,False,False,True,False,False,True,False,False
1,1,0,0,1,True,False,True,False,False,False,False,False,True,False
1,1,0,4,1,True,False,False,True,False,False,False,False,True,False
1,1,1,4,1,True,False,False,False,True,False,False,False,True,False
1,0,0,4,1,True,False,False,True,False,False,False,False,True,False
1,1,0,2,0,True,False,False,False,False,True,True,False,True,False
1,0,0,6,0,True,False,False,True,False,False,True,True,False,False
1,1,0,4,0,True,False,False,True,False,False,False,False,True,False
1,1,1,4,0,True,False,False,False,True,False,False,False,True,False
1,1,1,4,0,True,False,False,False,True,False,False,False,True,False
1,1,1,6,0,True,False,False,False,True,False,True,False,False,False
1,0,0,6,2,True,False,False,True,False,False,False,True,False,False
1,0,1,6,2,True,False,False,False,True,False,False,True,False,False
1,0,0,6,0,True,False,False,True,False,False,True,True,False,False
1,1,1,4,0,True,False,False,False,True,False,True,True,False,False
1,1,1,0,0,True,True,False,False,False,False,False,True,False,False
1,0,0,4,0,True,False,False,True,False,False,False,True,False,False
1,1,1,2,0,True,False,False,False,True,False,False,True,False,False
1,1,0,4,0,True,False,False,True,False,False,False,True,False,False
1,0,0,4,1,True,False,False,True,False,False,False,False,True,False
1,1,0,0,1,True,False,False,True,False,False,False,False,True,False
1,1,1,2,1,True,False,False,False,True,False,False,False,True,False
1,1,0,2,0,True,False,False,True,False,False,True,False,True,False
1,0,0,4,0,False,False,False,False,False,True,True,False,True,False
1,0,0,6,0,True,False,False,True,False,False,True,True,False,False
1,0,0,4,0,True,False,False,True,False,False,True,True,False,False
1,1,1,2,5,False,True,False,False,False,False,True,False,True,False
1,0,0,6,0,True,False,False,True,False,False,False,False,True,False
1,1,1,6,0,True,False,False,False,True,False,False,False,True,False
1,0,0,6,0,False,False,False,False,False,True,True,True,False,False
1,0,0,4,0,True,False,False,True,False,False,False,True,False,False
1,0,0,2,0,True,False,False,True,False,False,False,True,False,False
1,1,1,4,1,True,False,False,False,True,False,True,False,True,False
1,1,1,2,1,True,True,False,False,False,False,False,True,False,False
1,0,0,4,1,False,False,False,True,False,False,False,True,False,False
1,1,1,4,1,False,False,False,False,True,False,False,True,False,False
1,0,0,4,2,True,False,False,True,False,False,False,False,True,False
1,0,0,2,2,True,False,False,True,False,False,False,False,True,False
1,1,1,4,2,True,False,False,False,True,False,False,False,True,False
1,1,1,2,0,False,True,False,False,False,False,True,True,False,False
1,0,0,4,0,False,False,False,True,False,False,False,False,True,False
1,1,0,2,0,False,False,False,True,False,False,False,False,True,False
1,1,1,2,1,True,True,False,False,False,False,True,False,True,False
1,0,0,6,0,False,False,False,True,False,False,True,True,False,False
1,1,1,2,1,True,True,False,False,False,False,True,False,True,False
2,0,0,2,0,False,False,False,True,False,False,False,False,True,False
2,1,1,2,0,False,False,False,False,True,False,False,False,True,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,0,0,0,0,False,False,False,True,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,False,True,False,False
2,1,1,2,0,False,False,False,False,True,False,False,True,False,False
2,0,0,4,0,False,False,False,True,False,False,True,True,False,False
2,0,0,0,0,False,False,False,True,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,1,1,2,0,True,False,False,False,True,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,0,0,4,0,False,False,False,False,False,True,True,True,False,False
2,1,0,2,0,False,False,False,True,False,False,False,True,False,False
2,1,1,0,0,False,False,False,False,True,False,False,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,1,0,0,0,True,False,True,False,False,False,False,True,False,False
2,1,1,0,0,True,True,False,False,False,False,False,True,False,False
2,1,1,0,0,True,True,False,False,False,False,False,True,False,False
2,1,1,2,0,True,False,False,False,True,False,False,True,False,False
2,1,0,2,0,True,False,False,True,False,False,True,True,False,False
2,1,1,0,0,False,True,False,False,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,0,0,4,0,False,False,False,True,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,1,1,2,0,True,True,False,False,False,False,True,True,False,False
2,1,1,0,0,False,True,False,False,False,False,False,True,False,False
2,0,0,6,0,False,False,False,True,False,False,False,True,False,False
2,1,1,4,0,False,False,False,False,True,False,False,True,False,False
2,1,1,2,0,False,True,False,False,False,False,False,True,False,False
2,0,0,2,0,False,False,False,True,False,False,False,True,False,False
2,1,1,2,0,False,True,False,False,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,0,0,4,0,False,False,False,False,False,True,True,True,False,False
2,1,1,4,0,False,False,False,False,True,False,True,True,False,False
2,1,0,0,0,False,False,True,False,False,False,False,True,False,False
2,1,0,2,0,False,False,False,True,False,False,False,True,False,False
2,1,1,2,0,False,False,False,False,True,False,False,True,False,False
2,1,1,2,0,False,True,False,False,False,False,True,True,False,False
2,0,0,0,0,False,False,False,True,False,False,True,True,False,False
2,0,1,4,0,False,False,False,False,True,False,False,True,False,False
2,0,0,4,0,False,False,False,False,False,True,False,True,False,False
2,0,0,4,0,False,False,False,True,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,False,True,False,False
2,0,1,2,0,False,False,False,False,True,False,False,True,False,False
2,1,1,2,0,False,True,False,False,False,False,False,True,False,False
2,1,1,4,0,False,False,False,False,True,False,False,True,False,False
2,0,0,2,0,False,False,False,True,False,False,False,True,False,False
2,1,1,2,0,False,False,False,False,True,False,False,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,1,0,2,0,False,False,False,True,False,False,True,True,False,False
2,1,1,0,0,False,True,False,False,False,False,False,True,False,False
2,0,0,2,0,False,False,False,True,False,False,False,True,False,False
2,1,1,2,0,False,False,False,False,True,False,False,True,False,False
2,1,1,2,0,True,False,False,False,True,False,True,True,False,False
2,0,1,2,0,False,False,False,False,True,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,1,0,0,0,False,False,True,False,False,False,False,True,False,False
2,0,0,0,0,False,False,False,True,False,False,True,True,False,False
2,1,1,4,0,False,False,False,False,True,False,False,True,False,False
2,1,1,2,0,False,True,False,False,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
